Id,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
2380,56, no, no,0,164.3,92,27.93,233.7,107,19.86,187.3,104,8.43,11.8,1,3.19,2, False
2381,53, no, no,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9, True
2382,64, no, yes,22,200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,7.6,5,2.05,1, False
2383,123, no, no,0,154.3,107,26.23,183,111,15.56,54,134,2.43,10.9,8,2.94,0, False
2384,68, no, yes,30,122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,2, False
2385,40, yes, no,0,220.8,100,37.54,265.7,106,22.58,212.8,94,9.58,6.4,3,1.73,0, False
2386,132, no, no,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,13.9,2,3.75,0, False
2387,120, yes, no,0,202,123,34.34,184.3,78,15.67,176,89,7.92,7.4,2,2,2, True
2388,108, no, yes,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6, True
2389,161, no, no,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1, True
2390,130, no, no,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0, True
2391,122, no, no,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0, False
2392,130, no, yes,19,152.9,87,25.99,213.2,99,18.12,205.3,114,9.24,10.8,6,2.92,2, False
2393,90, no, no,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11,7,2.97,1, False
2394,139, no, yes,25,138.3,96,23.51,80.6,79,6.85,163.7,83,7.37,8.3,8,2.24,0, False
2395,57, no, no,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3, False
2396,128, no, no,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4, False
2397,127, yes, no,0,247.5,99,42.08,108.5,118,9.22,232,72,10.44,10.6,3,2.86,2, False
2398,107, no, no,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1, True
2399,177, no, no,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1, False
2400,121, no, no,0,179.4,70,30.5,143,93,12.16,116.3,113,5.23,11.2,5,3.02,1, False
2401,99, yes, yes,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0, False
2402,126, yes, no,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1, True
2403,77, no, yes,33,143,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5, True
2404,21, no, no,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13,7,3.51,2, False
2405,56, no, no,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1, False
2406,92, no, yes,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1, True
2407,81, no, no,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2, False
2408,139, yes, yes,31,203.5,82,34.6,200.3,72,17.03,214,112,9.63,13.4,6,3.62,1, True
2409,68, no, no,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1, False
2410,183, no, yes,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2, False
2411,90, no, no,0,109.9,102,18.68,220.8,114,18.77,104,133,4.68,10.9,6,2.94,0, False
2412,165, no, no,0,156,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1, False
2413,89, no, no,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1, True
2414,59, no, no,0,195,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4,0, False
2415,16, yes, no,0,110,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0, False
2416,114, no, no,0,147.1,119,25.01,161,111,13.69,275.9,106,12.42,9,3,2.43,5, True
2417,113, no, no,0,156,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2, False
2418,120, no, no,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2, False
2419,115, no, no,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11,5,2.97,0, False
2420,37, no, no,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2, True
2421,100, yes, no,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2, True
2422,132, no, no,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4, True
2423,38, no, yes,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2, False
2424,1, no, no,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1,0, False
2425,97, no, yes,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1, False
2426,55, no, yes,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2, False
2427,75, no, no,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1, False
2428,83, no, no,0,159.3,104,27.08,202.3,98,17.2,229,73,10.31,9.5,3,2.57,2, False
2429,40, no, no,0,81.7,123,13.89,210.2,108,17.87,212,64,9.54,11.3,3,3.05,6, True
2430,101, no, yes,21,238,88,40.46,209.6,84,17.82,233,95,10.49,10,5,2.7,2, False
2431,120, no, yes,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0, False
2432,183, no, yes,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1, False
2433,75, no, no,0,109,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4, True
2434,80, no, no,0,220,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2, False
2435,88, no, no,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0, False
2436,112, no, yes,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78,1, False
2437,63, no, no,0,207.6,96,35.29,229,112,19.47,162.6,131,7.32,13.3,2,3.59,1, False
2438,105, no, yes,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4, True
2439,92, no, no,0,197.2,113,33.52,242.3,116,20.6,192,76,8.64,11,5,2.97,2, False
2440,177, no, no,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1, False
2441,118, no, no,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7,6,1.89,0, False
2442,111, no, yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1, False
2443,82, no, yes,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3, False
2444,74, no, no,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11,5,2.97,0, False
2445,121, no, yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5, False
2446,131, no, no,0,197,79,33.49,201,114,17.09,151.2,111,6.8,11.6,5,3.13,1, False
2447,125, no, no,0,169.3,90,28.78,156,138,13.26,210.8,106,9.49,11.6,6,3.13,2, False
2448,19, no, no,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1, False
2449,138, no, no,0,251,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3, False
2450,119, no, no,0,230.4,117,39.17,225,101,19.13,198.5,111,8.93,7.6,6,2.05,3, False
2451,137, no, no,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1, False
2452,182, no, no,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2, True
2453,135, no, no,0,173.4,107,29.48,222,84,18.87,64.2,94,2.89,13.7,6,3.7,1, False
2454,134, no, yes,38,214.4,93,36.45,211.7,57,17.99,165,79,7.43,10,8,2.7,1, False
2455,45, no, no,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1, False
2456,129, no, no,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1, False
2457,142, no, no,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4, False
2458,130, no, yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1, False
2459,163, no, yes,23,224,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1, False
2460,105, no, no,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4, False
2461,119, no, no,0,109.2,96,18.56,153.1,80,13.01,240,102,10.8,9.8,5,2.65,2, False
2462,78, no, no,0,220,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0, False
2463,92, no, no,0,181.4,98,30.84,164.5,98,13.98,171,110,7.69,10.9,4,2.94,2, False
2464,146, no, yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2, False
2465,125, no, yes,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1, False
2466,88, no, no,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3, False
2467,83, no, yes,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0, False
2468,3, yes, no,0,161,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1, False
2469,152, yes, yes,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1, True
2470,48, no, no,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3, False
2471,189, no, no,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3, False
2472,95, no, yes,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2,0, False
2473,129, no, no,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1, True
2474,66, no, yes,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0, False
2475,80, no, yes,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0, False
2476,1, no, no,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1, False
2477,84, no, no,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1, False
2478,96, no, no,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1, False
2479,123, no, yes,34,305.2,80,51.88,156.5,109,13.3,280,81,12.6,13.2,7,3.56,1, False
2480,116, yes, yes,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3, True
2481,105, yes, no,0,150,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3, False
2482,80, no, no,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1, False
2483,157, no, no,0,240.2,67,40.83,153,98,13.01,249,72,11.21,10.2,6,2.75,2, False
2484,67, no, yes,30,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2, False
2485,141, no, yes,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0, False
2486,79, no, yes,17,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12,4,3.24,1, False
2487,76, no, no,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0, False
2488,111, no, no,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0, False
2489,94, no, no,0,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0, False
2490,143, no, no,0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4, True
2491,109, no, no,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1, False
2492,138, no, no,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2, False
2493,73, no, no,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0, False
2494,21, no, no,0,92.6,95,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,5, True
2495,148, no, yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1, False
2496,103, no, no,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1, False
2497,143, no, yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1, False
2498,79, no, yes,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2, False
2499,89, no, no,0,134.9,59,22.93,156,152,13.26,197.5,112,8.89,10.2,5,2.75,1, False
2500,120, no, no,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7,13.8,3,3.73,1, False
2501,121, no, yes,41,215.5,95,36.64,241.8,92,20.55,147,108,6.61,9.6,3,2.59,1, False
2502,101, no, no,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0, False
2503,115, no, no,0,178.7,114,30.38,271,96,23.04,245.9,94,11.07,16.4,5,4.43,2, False
2504,168, no, no,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2, False
2505,90, no, no,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13,1,3.51,1, False
2506,70, no, no,0,147.1,105,25.01,200,135,17,234.9,65,10.57,12.5,9,3.38,3, False
2507,138, no, no,0,230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,1, False
2508,43, no, no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0, False
2509,117, no, yes,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2, False
2510,108, no, no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2, False
2511,118, no, no,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10,1,2.7,2, False
2512,169, no, no,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3, False
2513,62, no, yes,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0, False
2514,86, no, no,0,70.7,125,12.02,211,113,17.94,174.6,107,7.86,0,0,0,2, False
2515,44, no, no,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0, False
2516,111, no, no,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,5, True
2517,127, no, yes,19,129.7,115,22.05,160.8,101,13.67,265,63,11.93,12.2,3,3.29,2, False
2518,151, yes, no,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0, False
2519,53, no, no,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2, False
2520,15, no, no,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2, False
2521,123, no, yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1, False
2522,137, no, no,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1, False
2523,106, no, no,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2, False
2524,88, no, no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3, False
2525,106, no, no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1, False
2526,95, no, no,0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0, False
2527,57, yes, no,0,115,65,19.55,122.3,96,10.4,245,75,11.03,6.4,1,1.73,0, True
2528,184, no, no,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2, False
2529,109, no, no,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3, False
2530,127, no, no,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2, False
2531,82, no, no,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2, False
2532,180, no, no,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1, False
2533,174, no, no,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2, False
2534,92, no, no,0,184.7,60,31.4,262,73,22.27,239.5,120,10.78,12.3,6,3.32,2, True
2535,81, no, no,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1, False
2536,125, no, no,0,113,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2, True
2537,119, no, no,0,294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,0, True
2538,122, no, no,0,215.6,86,36.65,167.8,59,14.26,207,67,9.32,6.4,8,1.73,3, False
2539,34, no, no,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14,7,3.78,1, False
2540,138, yes, yes,28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3, True
2541,90, no, yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1, False
2542,73, no, no,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2, False
2543,19, no, no,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1, True
2544,120, no, yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1, False
2545,160, no, no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3, False
2546,141, no, no,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0, False
2547,90, no, no,0,157.9,72,26.84,234,93,19.89,210,86,9.45,12.2,5,3.29,2, False
2548,72, no, no,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2, False
2549,117, no, yes,21,153.2,112,26.04,263.3,110,22.38,135,85,6.08,11.9,7,3.21,1, False
2550,79, yes, no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2, False
2551,87, no, no,0,185.8,119,31.59,192.3,83,16.35,200,96,9,6.6,4,1.78,1, False
2552,102, no, no,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1, False
2553,49, no, no,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1, False
2554,67, no, no,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10,2,2.7,6, False
2555,107, no, no,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2, False
2556,190, no, no,0,182.2,101,30.97,212.3,95,18.05,233,123,10.49,9.3,4,2.51,2, False
2557,118, no, no,0,113,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2, False
2558,120, no, no,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0, False
2559,94, no, no,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0, False
2560,115, no, yes,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1, False
2561,61, no, no,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9,6,2.43,1, False
2562,143, no, yes,33,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1, False
2563,110, no, no,0,208,69,35.36,95.1,94,8.08,178.5,129,8.03,8,11,2.16,1, False
2564,104, no, no,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1, False
2565,16, no, no,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1, False
2566,183, no, no,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0, False
2567,147, no, no,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2, False
2568,58, no, no,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2, True
2569,102, yes, no,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12,8,3.24,3, False
2570,123, no, no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3, False
2571,64, no, yes,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1, False
2572,103, no, no,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2, False
2573,152, no, no,0,317.8,60,54.03,152.9,100,13,123.4,63,5.55,10.4,7,2.81,1, True
2574,124, no, no,0,312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,1, True
2575,97, no, no,0,146,121,24.82,203,141,17.26,151.8,120,6.83,13.3,2,3.59,1, False
2576,131, no, no,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1, True
2577,57, no, yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3,2, False
2578,157, no, no,0,185.1,92,31.47,213,85,18.11,196.1,85,8.82,8.5,5,2.3,2, False
2579,194, no, no,0,193.3,106,32.86,169,150,14.37,225.2,122,10.13,11.8,4,3.19,0, False
2580,66, no, no,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1, False
2581,155, no, no,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0, False
2582,123, no, no,0,123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,4, True
2583,116, no, no,0,205,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2, False
2584,63, no, no,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1, False
2585,64, no, no,0,216.9,78,36.87,211,115,17.94,179.8,116,8.09,11.4,5,3.08,3, False
2586,96, no, no,0,150,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3, False
2587,53, no, no,0,164.1,106,27.9,206,56,17.51,194.7,124,8.76,11.4,2,3.08,1, False
2588,105, no, no,0,212,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3, False
2589,53, no, yes,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12,9,3.24,2, False
2590,101, no, no,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1, False
2591,129, no, yes,30,177.3,95,30.14,211.8,102,18,240.2,108,10.81,9.3,7,2.51,3, False
2592,122, no, no,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1, True
2593,163, no, no,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5, False
2594,93, no, no,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0, False
2595,115, yes, no,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1, True
2596,25, no, no,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1, True
2597,73, no, no,0,122,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1, False
2598,120, no, no,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2, False
2599,196, no, no,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1, False
2600,97, no, no,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0, True
2601,148, no, no,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1, False
2602,85, no, yes,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1, False
2603,86, yes, no,0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2, True
2604,78, no, yes,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2, False
2605,106, no, no,0,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29,3, False
2606,147, no, yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2, False
2607,145, no, no,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1, True
2608,91, no, no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3, False
2609,81, no, yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4, False
2610,116, no, yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1, False
2611,69, no, yes,37,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1, False
2612,135, no, no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0, False
2613,73, no, no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2, False
2614,48, no, no,0,240,88,40.8,141,117,11.99,128.9,137,5.8,7.1,9,1.92,1, False
2615,125, yes, no,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0, True
2616,100, no, no,0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1, False
2617,165, no, yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0, False
2618,64, no, no,0,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89,2, False
2619,116, yes, yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1, False
2620,147, yes, yes,35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,3, True
2621,115, no, no,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1, False
2622,84, no, yes,35,207.5,138,35.28,201,116,17.09,164.5,107,7.4,7.5,16,2.03,4, False
2623,86, no, yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4, False
2624,134, no, no,0,258.8,85,44,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2, False
2625,105, no, no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0, True
2626,88, no, no,0,152.9,119,25.99,171.2,107,14.55,257,106,11.57,12,5,3.24,2, False
2627,90, no, yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2, False
2628,86, no, no,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1, False
2629,37, no, no,0,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84,4, False
2630,141, no, yes,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1, True
2631,148, no, no,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2, False
2632,163, no, yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2, False
2633,89, no, yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1, False
2634,63, no, no,0,180.5,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0, False
